rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0yLdNVWF3Srea0uzk55zFn","Miley Cyrus","Flowers","Columbia",1,1,5,"289862"
2,"spotify:track:4RyMByXc5HfKc3b8wqwOso","Peer Tasi","אהבה חולה","Peer Tasi LTD under exclusive license to D-Music",2,2,11,"205219"
3,"spotify:track:4hTFq8sHEVSDXIxTVe4qHJ","Omer Adam","אני","P.A.I LTD",1,6,9,"173235"
4,"spotify:track:3zhFqDzJZfnc8L5QkGWWG6","Benaia Barabi","קרן שמש","B.B Productions Ltd. under exclusive license to D-Music",1,4,31,"172310"
5,"spotify:track:1bd0D0cXcpGeJXsn2Xt8lc","Odeya, רואי אדם","האמת","Helicon Aroma Music Ltd.",3,5,19,"156073"
6,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",6,9,10,"151744"
7,"spotify:track:7BcRDWY4VTCvRRHoobFWWo","Tuna, Jasmin Moallem","סהרה - Live","NaNa Disc",1,3,35,"149239"
8,"spotify:track:3idINUuyRidKbQiMFt6EkU","Gal Adam, NOROZ","משוגעת","P.A.I LTD / NOROZ under exclusive license to D-Music",4,10,17,"149133"
9,"spotify:track:1zZ9bah4HU0TtICQzCFXp3","Avi Aburomi, Mor","אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi)","2023 Avi Aburomi By PIL LTD",9,25,3,"147764"
10,"spotify:track:1Rh5r9vUOumJ1sbPuv3dkO","Eden Hason","עד שתבואי עד אליי","Mobile1 Music",10,12,12,"142851"
11,"spotify:track:2QUuLcqNlQUFOuMm4osKdN","Peer Tasi","38","Peer Tasi LTD under exclusive license to D-Music",11,11,11,"136130"
12,"spotify:track:0urIdTVIjmPX5i9dsIusQj","Odeya","החיים שלי אחריך","Helicon Aroma Music Ltd.",4,14,12,"131311"
13,"spotify:track:4I9NVCnjIRVriXfNE7VhE0","Eden Hason","עושה לי צרות","Mobile1 Music",3,13,39,"128624"
14,"spotify:track:1D8HR389yohrWVZ1yHI2bc","Tuna","היי בייב","NaNa Disc",4,8,61,"124336"
15,"spotify:track:0iTSkLz9biPGVXqTSrkkNd","Odeya, Noa Kirel","מאמי","Helicon Aroma Music Ltd./ Noa Kirel under exclusive license to NMC United Entertainment Ltd",5,18,9,"122482"
16,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",5,15,25,"121305"
17,"spotify:track:2dHHgzDwk4BJdRwy9uXhTO","Metro Boomin, The Weeknd, 21 Savage","Creepin' (with The Weeknd & 21 Savage)","Republic Records",10,16,11,"120326"
18,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,20,46,"119442"
19,"spotify:track:0NZPBYD5qbEWRs3PrGiRkT","Sam Smith, Kim Petras","Unholy (feat. Kim Petras)","Capitol Records UK / EMI",4,7,21,"118396"
20,"spotify:track:6clAq1cGO4PYimAmzelTmL","Shira Margalit","אחותי כבר לא סובלת אותך","Anana Ltd",12,17,12,"116204"
21,"spotify:track:60BOR51eeN8A3wYIrElggH","Osher Cohen, Odeya","אני פה","Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.",21,-1,1,"113461"
22,"spotify:track:6EUHRgL59SPenygocr5G9j","Osher Cohen","כלום","Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.",22,-1,1,"107446"
23,"spotify:track:5A3bEckI7AjWTguGqZOzUm","Noa Kirel","פנתרה","Noa Kirel under exclusive license to NMC United Entertainment Ltd.",1,21,27,"100918"
24,"spotify:track:5mHdCZtVyb4DcJw8799hZp","RAYE, 070 Shake","Escapism.","Human Re Sources",23,24,11,"100347"
25,"spotify:track:2XNXcmwubbt8MJYlQRb4V2","Odeya","אינטלקטוערס","Helicon Aroma Music Ltd.",6,19,30,"96937"
